f,psd
0.013120000000000001,9.03720286564815e-40
0.01314,7.964165096419943e-40
0.013160000000000002,8.528394898408246e-40
0.01318,1.1154853293131153e-39
0.013200000000000002,9.114012105612109e-40
0.01322,8.415844043885953e-40
0.013240000000000002,9.415215181216715e-40
0.013260000000000001,1.1793107185392694e-39
0.013280000000000002,1.0497160117206624e-39
0.013300000000000001,9.80809289209027e-40
0.01332,1.1385456873480734e-39
0.013340000000000001,9.290329937263233e-40
0.01336,8.963620496934912e-40
0.013380000000000001,9.715304352354248e-40
0.0134,8.549180899667178e-40
0.013420000000000001,8.386614327953836e-40
0.01344,8.755367093258567e-40
0.013460000000000001,1.1459391317985226e-39
0.01348,1.2112942980984302e-39
0.013500000000000002,1.3859075224404748e-39
0.01352,9.703544386548341e-40
0.013540000000000002,8.18331868380068e-40
0.013560000000000001,7.933407696401497e-40
0.013580000000000002,1.0744243239144433e-39
0.013600000000000001,1.2868123976402541e-39
0.013620000000000002,1.0071863290923617e-39
0.013640000000000001,1.214232899893582e-39
0.01366,1.3521922051794544e-39
0.013680000000000001,9.789752183679228e-40
0.0137,9.777908386733734e-40
0.013720000000000001,1.0696777538474298e-39
0.01374,9.895590796627588e-40
0.013760000000000001,1.0059797577682411e-39
0.01378,1.1100926016160275e-39
0.013800000000000002,1.0920512073955576e-39
0.01382,1.1406831914393577e-39
0.013840000000000002,1.3852209809262596e-39
0.01386,1.2774223668568012e-39
0.013880000000000002,9.571436877130071e-40
0.013900000000000001,9.529677447916611e-40
0.013920000000000002,1.1885798829110259e-39
0.013940000000000001,1.0218346413470553e-39
0.013960000000000002,1.1728909441642046e-39
0.013980000000000001,1.0599423951879075e-39
0.014,8.588192215350679e-40
0.014020000000000001,1.3169380472394248e-39
0.01404,1.420205396424886e-39
0.014060000000000001,1.4919072868429135e-39
0.01408,1.179815055661578e-39
0.014100000000000001,9.21727268000532e-40
0.01412,1.1291580606752975e-39
0.014140000000000002,1.536278583738231e-39
0.01416,1.4752101340107805e-39
0.014180000000000002,1.3059430909044149e-39
0.0142,1.1795172283006234e-39
0.014220000000000002,1.3196697275754042e-39
0.014240000000000001,1.2321714754779244e-39
0.014260000000000002,1.1021075113204826e-39
0.014280000000000001,1.1978724523271975e-39
0.014300000000000002,1.354346946083439e-39
0.014320000000000001,1.0399947516006984e-39
0.01434,9.70477447996892e-40
0.014360000000000001,1.16923744484127e-39
0.01438,1.2651592687834344e-39
0.014400000000000001,1.0333031589107816e-39
0.01442,1.398446839357722e-39
0.014440000000000001,1.2046381318039927e-39
0.01446,1.1351675924065089e-39
0.014480000000000002,1.4566284459723908e-39
0.0145,1.5398108356320427e-39
0.014520000000000002,1.3995593274235838e-39
0.01454,1.2823423232369055e-39
0.014560000000000002,1.2033988648466553e-39
0.014580000000000001,1.1242352038459365e-39
0.014600000000000002,1.1969057113471344e-39
0.014620000000000001,1.4454662924183431e-39
0.014640000000000002,1.3385783460181254e-39
0.014660000000000001,1.3769087119749343e-39
0.01468,1.0637261984457008e-39
0.014700000000000001,1.0212007401305089e-39
0.01472,1.2828329589127095e-39
0.014740000000000001,1.4334862585634167e-39
0.01476,1.5123021500098943e-39
0.014780000000000001,1.6613284468213256e-39
